Class,ISBN,Title,Author,Year Pub,Req-Rec,Documents,AVA/AVD/AVE,URL,Link   
 LAT 20B 1,9.7803E+12,LEARN TO READ LATIN (WKBK) (PTS1&2),KELLER,2015,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780300194968,Link
 MATH 23B 1,9.78147E+12,A DISCRETE TRANSITION TO ADVANCED MATHEMATICS,RICHMOND,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781470411169,Link
 MATH 23B 1,9.78147E+12,A DISCRETE TRANSITION TO ADVANCED MATHEMATICS,RICHMOND,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781470411169,Link
 MATH 23B 1,9.78147E+12,A DISCRETE TRANSITION TO ADVANCED MATHEMATICS,RICHMOND,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781470411169,Link
 MATH 23B 2,9.78082E+12,DISCRETE TRANSITION TO ADVANCED MATHEMATICS,RICHMOND,2009,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780821847893,Link
 MATH 23B 2,9.78147E+12,A DISCRETE TRANSITION TO ADVANCED MATHEMATICS,RICHMOND,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781470411169,Link
 MATH 23B 2,9.78147E+12,A DISCRETE TRANSITION TO ADVANCED MATHEMATICS,RICHMOND,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781470411169,Link
 MATH 23B 2,9.78147E+12,A DISCRETE TRANSITION TO ADVANCED MATHEMATICS,RICHMOND,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781470411169,Link
 MATH 8A 1,9.78134E+12,UNDERSTANDABLE STATISTICS,BRASE,2018,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337119917,Link
 MATH 8A 1,9.78134E+12,UNDERSTANDABLE STATISTICS: CONCEPTS AND METHODS,BRASE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337517508,Link
 MATH 8A 1,9.78134E+12,UNDERSTANDABLE STATISTICS: CONCEPTS AND METHODS,BRASE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337517508,Link
 MATH 8A 1,9.78134E+12,UNDERSTANDABLE STATISTICS: CONCEPTS AND METHODS,BRASE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337517508,Link
 MATH 23B 1,9.78082E+12,DISCRETE TRANSITION TO ADVANCED MATHEMATICS,RICHMOND,2009,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780821847893,Link
 MUS 224B 1,9.78225E+12,ROMAN DE FAUVEL,COLLECTIF,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9782253082583,Link
 MUS 3B 1,9.78113E+12,MUSIC OF PEOPLES OF WORLD (W/2 CDS),ALVES,2013,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781133394693,Link
 NEJS 129B 1,9.78006E+12,GNOSTIC DISCOVERIES,MEYER,2005,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780060858322,Link
 NEJS 129B 1,9.78006E+12,THE GNOSTIC DISCOVERIES,MEYER,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780061963407,Link
 NEJS 129B 1,9.78019E+12,JESUS: A VERY SHORT INTRODUCTION,BAUCKHAM,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780191617751,Link
 NEJS 129B 1,9.7802E+12,LOST CHRISTIANITIES,EHRMAN,2003,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780195182491,Link
 NEJS 129B 1,9.7802E+12,OTHER GOSPELS,EHRMAN,2014,REQ,2,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199335220,Link
 NEJS 129B 1,9.7802E+12,JESUS: VERY SHORT INTRO,BAUCKHAM,2011,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780199575275,Link
 NEJS 129B 1,9.78057E+12,WHAT DID JESUS LOOK LIKE?,TAYLOR,2018,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780567671509,Link
 NPSY 22B 1,9.78114E+12,STUDENT'S GUIDE TO COGNITIVE NEUROSCIENCE,WARD,2020,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781138490543,Link
 PHIL 144A 1,9.7802E+12,PHILOSOPHY OF TIME,LEPOIDEVIN,1993,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780198239994,Link
 PHIL 144A 1,9.78026E+12,SPACE FROM ZENO TO EINSTEIN,HUGGETT,1999,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780262581691,Link
 PHIL 146A 1,9.7803E+12,GOD & PHILOSOPHY (FOREWORD PELIKAN),GILSON,2002,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780300092998,Link
 PHIL 146A 1,9.78042E+12,INTIMATIONS OF CHRISTIANITY AMONG THE ANCIENT GREEKS,WEIL,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780415186629,Link
 PHIL 146A 1,9.78087E+12,FIVE DIALOGUES,PLATO,2002,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780872206335,Link
 PHIL 146A 1,9.7816E+12,PLATO: FIVE DIALOGUES,PLATO,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781603842266,Link
 PHIL 162B 1,9.78069E+12,NEW ARISTOTLE READER,ARISTOTLE,1987,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780691020433,Link
 PHIL 162B 1,9.7814E+12,A NEW ARISTOTLE READER,ARISTOTLE,N/A,REQ,1,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781400835829,Link
 PHIL 231A 1,9.7802E+12,MIND'S CONSTRUCTION,SOTERIOU,2015,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780198747970,Link
 PHIL 23B 1,9.78134E+12,INTERVENTION & REFLECTION (LOOSE PGS)(W/ QUESTIA 2 TERMSACC),MUNSON,2017,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337067881,Link
 PHYS 15B 1,9.78111E+12,ELECTRICITY & MAGNETISM,PURCELL,2013,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781107014022,Link
 PHYS 40A 1,9.7802E+12,INTRO TO THERMAL PHYSICS,SCHROEDER,2000,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780201380279,Link
 POL 101A 1,9.7805E+12,POLITICS PARTIES & ELECTIONS IN AMERICA,SCHAFFNER,2012,REQ,,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780495899167,Link
 POL 128A 1,9.7803E+12,MORAL ECONOMY OF PEASANT,SCOTT,1976,REQ,2,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780300021905,Link
 POL 128A 1,9.78039E+12,PRIMITIVE REBELS,HOBSBAWM,1965,REC,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780393003284,Link
 POL 128A 1,9.78072E+12,PEASANT WAR IN GERMANY,ENGELS,2000,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780717807208,Link
 POL 128A 1,9.7808E+12,WRETCHED OF THE EARTH (NEW TRANS PHILCOX),FANON,2004,REC,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780802141323,Link
 POL 128A 1,9.7808E+12,THE WRETCHED OF THE EARTH,FANON,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780802198853,Link
 POL 128A 1,9.78081E+12,PEASANT WARS OF 20TH CENTURY (WITH NEW PREFACE),WOLF,1999,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780806131962,Link
 POL 128A 1,9.78157E+12,EXTERMINATE ALL THE BRUTES,LINDQVIST,1996,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781565843592,Link
 POL 128A 1,9.78157E+12,GOVERNMENT,TRAVEN,1971,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781566630382,Link
 POL 129B 1,9.78006E+12,TUBES,BLUM,2013,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780061994951,Link
 POL 129B 1,9.78006E+12,TUBES,BLUM,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780062096753,Link
 POL 129B 1,9.78014E+12,HERE COMES EVERYBODY,SHIRKY,2008,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780143114949,Link
 POL 129B 1,9.7802E+12,CYBER STRATEGY,VALERIANO,2020,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780197523780,Link
 POL 129B 1,9.78031E+12,MASTER SWITCH,WU,2011,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780307390998,Link
 POL 129B 1,9.78151E+12,WILL THE INTERNET FRAGMENT?,MUELLER,2017,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781509501229,Link
 POL 15A 1,9.78013E+12,UNDERSTANDING GLOBAL CONFLICT & COOPERATION,NYE,2017,REQ,,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134403168,Link
 POL 15A 1,9.78013E+12,UNDERSTANDING GLOBAL CONFLICT AND COOPERATION,NYE,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134404998,Link
 POL 15A 1,9.78013E+12,INTERNATIONAL POLITICS,ART,2017,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134482019,Link
 POL 15A 1,9.78013E+12,INTERNATIONAL POLITICS,JERVIS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780134490762,Link
 POL 170A 1,9.78039E+12,SPREAD OF NUCLEAR WEAPONS: DEBATE RENEWED,SAGAN,2013,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780393920109,Link
 POL 170A 1,9.78069E+12,NUCLEAR STRATEGY IN THE MODERN ERA,NARANG,2014,REQ,2,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780691159836,Link
 PSYC 10A 1,9.78146E+12,PSYCHOLOGY (W/OUT PSYCHPORTAL ACCESS CARD),SCHACTER,2017,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781464155468,Link
 PSYC 169B 1,9.78006E+12,BROKEN CORD,DORRIS,1989,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780060916824,Link
 PSYC 169B 1,9.78023E+12,CHILD'S WORK,PALEY,2004,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780226644899,Link
 PSYC 169B 1,9.78031E+12,YELLOW RAFT IN BLUE WATER,DORRIS,2003,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780312421854,Link
 PSYC 169B 1,9.78089E+12,SHOVEL & THE LOOM,FRIEDMAN,1996,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780892552313,Link
 PSYC 169B 1,9.78134E+12,DISORDERS OF CHILDHOOD,PARRITZ,2017,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337098113,Link
 PSYC 169B 1,9.78134E+12,DISORDERS OF CHILDHOOD: DEVELOPMENT AND PSYCHOPATHOLOGY,TROY,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337515115,Link
 MUS 175A 1,9.78074E+12,ESSEN DICTIONARY OF ORCHESTRATION (ED. GEROU),DICTIONARY,1998,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780739000212,Link
 PSYC 169B 1,9.78134E+12,DISORDERS OF CHILDHOOD: DEVELOPMENT AND PSYCHOPATHOLOGY,TROY,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337515115,Link
 PSYC 210B 1,9.78111E+12,STATISTICAL METHODS FOR PSYCHOLOGY,HOWELL,2013,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781111835484,Link
 PSYC 210B 1,9.78113E+12,STATISTICAL METHODS FOR PSYCHOLOGY,HOWELL,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781133713272,Link
 PSYC 210B 1,9.78113E+12,STATISTICAL METHODS FOR PSYCHOLOGY,HOWELL,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781133713272,Link
 PSYC 210B 1,9.78113E+12,STATISTICAL METHODS FOR PSYCHOLOGY,HOWELL,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781133713272,Link
 PSYC 169B 1,9.78134E+12,DISORDERS OF CHILDHOOD: DEVELOPMENT AND PSYCHOPATHOLOGY,TROY,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337515115,Link
 PSYC 210B 1,9.78154E+12,AN R COMPANION TO APPLIED REGRESSION,FOX,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781544336466,Link
 PSYC 210B 1,9.78154E+12,AN R COMPANION TO APPLIED REGRESSION,FOX,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781544336466,Link
 PSYC 210B 1,9.78154E+12,AN R COMPANION TO APPLIED REGRESSION,FOX,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781544336466,Link
 PSYC 210B 1,9.78154E+12,R COMPANION TO APPLIED ETC,FOX,2019,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781544336473,Link
 PSYC 216A 1,9.78076E+12,MULTILEVEL MODELING,LUKE,2004,REC,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780761928799,Link
 PSYC 216A 1,9.78145E+12,MULTILEVEL ANALYSIS,SNIJDERS,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781446289600,Link
 PSYC 216A 1,9.78145E+12,MULTILEVEL ANALYSIS,SNIJDERS,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781446289600,Link
 PSYC 216A 1,9.78145E+12,MULTILEVEL ANALYSIS,SNIJDERS,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781446289600,Link
 PSYC 216A 1,9.78145E+12,MULTILEVEL ANALYSIS,SNIJDERS,N/A,REC,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781446289600,Link
 PSYC 216A 1,9.78185E+12,MULTILEVEL ANALYSIS,SNIJDERS,2011,REC,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781849202015,Link
 PSYC 31A 1,9.78134E+12,PERSONALITY,BURGER,2019,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337559010,Link
 PSYC 31A 1,9.78134E+12,PERSONALITY,BURGER,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337671705,Link
 PSYC 31A 1,9.78134E+12,PERSONALITY,BURGER,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781337671705,Link
 ENG 42A 1,9.78006E+12,LOVECRAFT COUNTRY,RUFF,2017,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780062292070,Link
 PSYC 36B 1,9.78126E+12,ADOLESCENCE  (RRMCG),STEINBERG,2020,REQ,,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260058895,Link
 LING 115A 1,9.78144E+12,WHAT IS MORPHOLOGY?,ARONOFF,N/A,REQ,2,AVE,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781444327915,Link
 PSYC 36B 1,9.78126E+12,ADOLESCENCE,STEINBERG,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260401585,Link
 PSYC 36B 1,9.78126E+12,ADOLESCENCE,STEINBERG,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260401585,Link
 PSYC 51A 1,9.78131E+12,STATISTICS FOR THE BEHAVIORAL SCIENCES,GRAVETTER,2017,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781305504912,Link
 PSYC 51A 1,9.78131E+12,STATISTICS FOR THE BEHAVIORAL SCIENCES,WALLNAU,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781305856424,Link
 PSYC 51A 1,9.78131E+12,STATISTICS FOR THE BEHAVIORAL SCIENCES,WALLNAU,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781305856424,Link
 PSYC 36B 1,9.78126E+12,ADOLESCENCE,STEINBERG,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781260401585,Link
 RECS/THA 140A 1,9.78006E+12,PLAYS OF ANTON CHEKHOV (NEW TRANS SCHMIDT),CHEKHOV,1997,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780060928759,Link
 PSYC 51A 1,9.78131E+12,STATISTICS FOR THE BEHAVIORAL SCIENCES,WALLNAU,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781305856424,Link
 RECS/THA 140A 1,9.78052E+12,RUSSIAN THEATRE AFTER STALIN,SMELIANSKY,1999,REQ,1,AVA,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780521587945,Link
 RECS/THA 140A 1,9.78088E+12,SUICIDE (PLAY),ERDMAN,2000,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780881451733,Link
 RECS/THA 140A 1,9.78088E+12,DRAGON,SHVARTS,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9780881455304,Link
 RECS/THA 140A 1,9.78132E+12,MY LIFE IN ART,STANISLAVSKI,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781317832720,Link
 RECS/THA 140A 1,9.78159E+12,PETTY BOURGEOIS,GORKY,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781589634695,Link
 RECS/THA 140A 1,9.78185E+12,TERRORISM,PRESNYAKOV,2003,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9781854597311,Link
 RUS 115B 1,9.78578E+12,IZBRANNOE: IVAN-DURAK,SINIAVSKII,N/A,REQ,0,N/A,https://na01.alma.exlibrisgroup.com/view/sru/01BRAND_INST?version=1.2&operation=searchRetrieve&recordSchema=marcxml&query=alma.isbn=9785778401600,Link
