Documents,ISBN,Title,Author,Year Pub,Req-Rec   
0,9782080708441,LETTRES PERSANES (GARN-FLAM #844),MONTESQUIEU,1995,REQ,
0,9780321670274,CONTINUOUS DELIVERY,FARLEY,N/A,REQ,
0,9780393667363,HISTORY OF MODERN EUROPE,MERRIMAN,N/A,CHC,
0,9780393355222,GLOBALIZATION AND ITS DISCONTENTS REVISITED: ANTI-GLOBALIZATION IN THE ERA OF TRUMP,STIGLITZ,N/A,REQ,
0,9781457603242,HEART OF DARKNESS,CONRAD,N/A,REQ,
1,9781608460489,THE COMMUNIST MANIFESTO,MARX,N/A,REQ,
1,9780932379191,GETTING HOME ALIVE,MORALES,1986,REQ,
0,9780811201186,CONFESSIONS OF MASK,MISHIMA,1958,REQ,
1,9780824836511,INTEGRATED KOREAN WKBK: INTERMEDIATE 1,PARK,2012,REQ,
1,9780198730972,CRUSADES,MAYER,1988,REQ,
,9781542046183,GO,KANESHIRO,2018,REQ,
1,9780300194951,LEARN TO READ LATIN,KELLER,2015,REQ,
,9780824834401,INTEGRATED KOREAN: BEGINNING 1,CHO,2010,REQ,
1,9780123970336,MEASURING DATA QUALITY FOR ONGOING IMPROVEMENT,SEBASTIAN-COLEMAN,2013,REQ,
1,9780231504539,TRADITIONAL JAPANESE LITERATURE,SHIRANE,N/A,REQ,
,9780824836504,INTEGRATED KOREAN,LEE,2012,REQ,
1,9784874244876,TOBIRA: POWER UP YOUR KANJI (WKBK),OKA,2011,REQ,
1,9780199383702,PHILADELPHIA NEGRO (THE OXFORD W. E. B. DU BOIS),DU BOIS,2007,REQ,
1,9784874244470,TOBIRA,OKA,2009,REQ,
1,9780451527158,MEASURE FOR MEASURE,SHAKESPEARE,1998,REQ,
1,9780231157315,TRADITIONAL JAPANESE LITERATURE: ABRIDGED ED,SHIRANE,2012,REQ,
1,9781284045390,GLOBAL HEALTH 101,SKOLNIK,N/A,REQ,
1,9780140445220,SKETCHES FROM A HUNTER'S ALBUM,TURGENEV,1967,REQ,
1,9781107189638,INTRO TO QUANTUM MECHANICS,GRIFFITHS,2018,REQ,
1,9781611684476,BRANDEIS MODERN HEBREW: INTERMEDIATE TO ADVANCE (PILOT ED),RINGVALD,2013,REQ,
1,9781464134227,LABORATORY TECHNIQUES IN ORGANIC CHEMISTRY,MOHRIG,2014,REQ,
1,9781931859257,COMMUNIST MANIFESTO,MARX,2005,REQ,
0,9780321601919,CONTINUOUS DELIVERY,HUMBLE,2011,REQ,
0,9782035831989,LE CID (LAROUSSE),CORNEILLE,2006,REQ,
0,9782070355259,VICTOIRE, LES SAVEURS ET LES MOTS,CONDE,N/A,REQ,
1,9781611684476,BRANDEIS MODERN HEBREW: INTERMEDIATE TO ADVANCE (PILOT ED),RINGVALD,2013,REQ,
0,9780961392178,BEAUTIFUL EVIDENCE,TUFTE,2006,REC,
0,9780738171340,IEEE 828-2012 STANDARD FOR CONFIGURATION MANAGEMENT IN SYSTEMS & SOFTWARE ENGINEERING,IEEE,2012,REC,
0,9782070368068,LES MAINS SALES (FOLIO #806),SARTRE,1948,REQ,
2,9784789014441,GENKI 2 (WKBK)(W/CD),BANNO,2011,REQ,
0,9781285950303,STUDENT ACTIVITIES MANUAL,MOTYL-MUDRETZKYJ,N/A,REQ,
0,9781611689181,BRANDEIS MODERN HEBREW,RINGVALD,2015,REQ,
0,9780544227750,BIG DATA,MAYER-SCHONBERGER,2013,REQ,
2,9784789014410,GENKI: (LVL 1)(WKBK)(W/CD),BANNO,2011,REQ,
2,9781595588340,FATAL INVENTION,ROBERTS,2012,REQ,
0,9780684850672,FOLLOW THE STORY,STEWART,1998,REQ,
0,9781938377006,INFORMATION DASHBOARD DESIGN,FEW,2013,REQ,
0,9780133943238,SOFTWARE ENGINEERING,SOMMERVILLE,N/A,REQ,
0,9782072853852,UN CHEMIN DE TABLES,DE KERANGAL,2019,REQ,
1,9780195330939,IN DEFENSE OF GLOBALIZATION,BHAGWATI,2007,REQ,
0,9781633690707,GOOD CHARTS: THE HBR GUIDE TO MAKING SMARTER (BK),BERINATO,2016,REC,
0,9780757558412,LIVE FROM RUSSIA (SET:TXT/WKBK/DVD/CD) (V2),LEKIC,2009,REQ,
2,9780804810487,VITA SEXUALIS,MORI,1972,REQ,
0,9780970601971,SHOW ME THE NUMBERS,FEW,2012,REQ,
0,9780486131047,ALLEN AND GREENOUGH'S NEW LATIN GRAMMAR,ALLEN,N/A,REQ,
0,9780321670274,CONTINUOUS DELIVERY,FARLEY,N/A,REQ,
,9782070423576,NANA (FOLIO #3707),ZOLA,2002,REQ,
1,9780393347289,WALL STREET JOURNAL GUIDE TO INFORMATION GRAPHICS,WONG,2013,REQ,
0,9782370730145,L'ARABE DU FUTUR (ALLARY) (V1),SATTOUF,2014,REQ,
0,9780865163485,APOLOGY,PLATO,1997,REQ,
2,9780674028104,HOLDING BISHOPS ACCOUNTABLE,LYTTON,2008,REQ,
0,9780321601919,CONTINUOUS DELIVERY,HUMBLE,2011,REQ,
0,9781400079278,KAFKA ON THE SHORE,MURAKAMI,2005,REQ,
2,9784789014441,GENKI 2 (WKBK)(W/CD),BANNO,2011,REQ,
0,9780199879861,PACKAGING THE PRESIDENCY,JAMIESON,N/A,REQ,
1,9780961392123,VISUAL EXPLANATIONS,TUFTE,1997,REC,
1,9781492024330,PYTHON FOR FINANCE,HILPISCH,2018,REQ,
,9782020300322,GARGANTUA (SEUIL: POINTS #287),RABELAIS,1996,REQ,
,9780140441499,POT OF GOLD & OTHER PLAYS,PLAUTUS,1965,REQ,
1,9781119448112,RISK MANAGEMENT & FINANCIAL INSTITUTIONS,HULL,2018,REC,
1,9781560257479,LETTERS FROM YOUNG ACTIVISTS,BERGER,2006,REQ,
1,9781119002260,STORYTELLING WITH DATA,NUSSBAUMER KNAFLIC,N/A,REQ,
1,9780553351392,PEACE IS EVERY STEP,HANH,1991,REQ,
1,9780802134639,NIP THE BUDS, SHOOT THE KIDS,OE,1985,REQ,
1,9781119002253,STORYTELLING WITH DATA,KNAFLIC,2015,REQ,
1,9780345381439,DREAMING IN CUBAN,GARCIA,1992,REQ,
1,9780815344322,MOLECULAR BIOLOGY OF THE CELL,ALBERTS,2014,REQ,
1,9781439879146,DATA GOVERNANCE,AUTHOR INFO NOT AVAILABLE,N/A,REQ,
2,9781573229371,ANGER,HANH,2001,REQ,
1,9781107154834,INTRO TO COSMOLOGY,RYDEN,2016,REQ,
,9781568586977,PROPHETS OF WAR,HARTUNG,2011,REQ,
1,9780807043455,WIMP FACTOR,DUCAT,2004,REQ,
1,9780226007724,ORESTEIA,AESCHYLUS,1989,REQ,
2,9780791437841,RAMBO & DALAI LAMA,FELLMAN,1998,REQ,
1,9781620971406,WHEN WE FIGHT, WE WIN,JOBIN-LEEDS,N/A,REQ,
1,9780312207571,EMMA,AUSTEN,2002,REQ,
0,9781626166417,RODNAYA RECH': AN INTRODUCTORY COURSE FOR HERITAGE LEARNERS OF RUSSIAN, STUDENT BUNDLE,DUBININA,N/A,REQ,
1,9780195089424,PACKAGING THE PRESIDENCY,JAMIESON,1996,REQ,
1,9780070442436,A VOUS D'ECRIRE (CAHIER D'EXER),LORIOT-RAYMER,1996,REQ,
2,9780553375404,ISHMAEL (TRADE ED),QUINN,1992,REQ,
1,9780631200475,THE CULTS OF THE ROMAN EMPIRE,TURCAN,1997,REQ,
1,9780393924282,PARADISE LOST,MILTON,2005,REQ,
1,9781585103072,GREEK PARADIGM HANDBOOK,GEANNIKIS,2008,REQ,
2,9781400833986,TRYING LEVIATHAN,BURNETT,N/A,REQ,
2,9781118892701,ANALYTICS IN A BIG DATA WORLD: THE ESSENTIAL GUIDE TO DATA SCIENCE & ITS APPLICATIONS,BAESENS,2014,REQ,
1,9780757552014,LIVE FROM RUSSIA (W/WKBK,DVD, & CD) (V1),LEKIC,2008,REQ,
2,9781118766576,ABOUT FACE: ESSEN OF INTERACTION DESIGN,COOPER,2014,REQ,
1,9781462902217,VITA SEXUALIS,MORI,N/A,REQ,
2,9781848729414,SEX DIFFERENCES IN COGNITIVE ABILITIES,HALPERN,2012,REQ,
2,9784789014403,GENKI 1 (W/CD),BANNO,2011,REQ,
2,9780791437841,RAMBO & DALAI LAMA,FELLMAN,1998,REQ,
1,9781620970935,WHEN WE FIGHT, WE WIN,JOBIN-LEEDS,2016,REQ,
2,9784789014434,GENKI 2 (W/CD),BANNO,2011,REQ,
1,9780521639873,BIRTH OF TRAGEDY AND OTHER WRITINGS,NIETZSCHE,1999,REQ,
0,9781506698076,CALCULUS (V2),OPENSTAX,N/A,REQ,
2,9780521148405,DAILY LIFE IN LATE ANTIQUITY,SESSA,2018,REQ,
0,9780865166080,SELECTED ODES & SATIRE 1.9,HORACE,2005,REQ,
0,9780393316728,SCIENCE ON TRIAL (WITH NEW AFTERWORD),ANGELL,1997,REQ,
0,9780253200365,GOLDEN ASS,APULEIUS,1962,REQ,
0,9781853994975,POEMS,CATULLUS,1973,REQ,
0,9780300194968,LEARN TO READ LATIN (WKBK) (PTS1&2),KELLER,2015,REQ,
0,9780806115603,TIBULUS (COMMENTARY),PUTNAM,1979,REQ,
0,9780140455625,SANSHIRO,SOSEKI,2009,REQ,
2,9781608467235,VIOLENT AMERICAN CENTURY,DOWER,2017,REQ,
1,9781133607304,ANDERS GEDACHT,MOTYL-MUDRETZKYJ,2014,REQ,
1,9780893573744,ADVANCED RUSSIAN: FROM READING TO SPEAKING - 2VOLS + 2 DVDS,LUBENSKY,2011,REQ,
1,9780824834500,INTEGRATED KOREAN WKBK: BEGINNING 1,PARK,2010,REQ,
0,9781133942696,ANDERS GEDACHT (UBUNGSBUCH),MOTYL-MUDRETZKYJ,2014,REQ,
0,9781506368870,A PRACTICAL GUIDE FOR POLICY ANALYSIS,BARDACH,N/A,REQ,
0,9781506698069,CALCULUS (V1),OPENSTAX,N/A,REQ,
0,9780080921228,HUMAN MOTOR CONTROL,ROSENBAUM,N/A,REQ,
1,9781139637558,STATISTICAL PHYSICS OF PARTICLES,KARDAR,N/A,REQ,
0,9781506698076,CALCULUS (V2),OPENSTAX,N/A,REQ,
0,9780393340136,9/11 COMMISSION REPORT,NATL COMM TERROR,2011,REQ,
0,9781506352800,APPLIED STATISTICS I,WARNER,N/A,REC,
0,9781506698076,CALCULUS (V2),OPENSTAX,N/A,REQ,
0,9781316889077,INTRODUCTION TO COSMOLOGY,RYDEN,N/A,REQ,
0,9780393608694,FRACTURED CONTINENT: EUROPE'S CRISES AND THE FATE OF THE WEST,DROZDIAK,N/A,REQ,
0,9781506698069,CALCULUS (V1),OPENSTAX,N/A,REQ,
0,9781316889077,INTRODUCTION TO COSMOLOGY,RYDEN,N/A,REQ,
1,9781878818195,POEMS OF JERUSALEM & LOVE POEMS (BILINGUAL ED),AMICHAI,1981,REQ,
0,9780553590128,NEW COLLEGE LATIN & ENGLISH DICTIONARY,TRAUPMAN,2007,REQ,
1,9780700612710,SLAVE LAW IN THE AMERICAN SOUTH,TUSHNET,2003,REQ,
0,9781464155499,PSYCHOLOGY (LOOSE PGS)(TEXT ONLY),SCHACTER,2017,CHC,
0,9780062123152,THE SWEET HEREAFTER,BANKS,N/A,REQ,
,9780814252703,LANGUAGE FILES: MATERIALS FOR INTRO TO LANG & LINGUISTICS,OHIO STATE,2016,REQ,
0,9781285608501,ANDERS GEDACHT: TEXT AND CONTEXT IN THE GERMAN-SPEAKING WORLD,SPAINGHAUS,N/A,REQ,
0,9781939512109,COMMON SENSE MATHEMATICS,BOLKER,2016,REQ,
0,9780820331799,LEO FRANK CASE,DINNERSTEIN,2008,REQ,
0,9780199120475,CUPID & PSYCHE (BY APULEIUS),BALME,1976,REQ,
0,9781317206378,EUROPEAN POLITICS,KUBICEK,N/A,REQ,
0,9781317563754,MOLECULAR BIOLOGY OF THE CELL,ALBERTS,N/A,REQ,
0,9781935589624,PRACTICE STANDARD FOR PROJECT RISK MANAGEMENT,INSTITUTE,N/A,REQ,
0,9781483381473,APPLIED REGRESSION,LEWIS-BECK,2015,REQ,
0,9781483381480,APPLIED REGRESSION,LEWIS-BECK,N/A,REQ,
0,9781138671607,EUROPEAN POLITICS,KUBICEK,2017,REQ,
0,9780300122572,KNOWING THE ENEMY,HABECK,2006,REQ,
1,9780123742261,HUMAN MOTOR CONTROL,ROSENBAUM,2009,REQ,
1,9780961392147,VISUAL DISPLAY OF QUANTITATIVE INFORMATION,TUFTE,2001,REQ,
1,9781607648000,SAS STATISTICS BY EXAMPLE,CODY,2011,REC,
,9780393608687,FRACTURED CONTINENT,DROZDIAK,2017,REQ,
1,9781138301344,POLITICAL SCIENCE RESEARCH IN PRACTICE,MALICI,2019,REQ,
,9780700617470,SLEEPY LAGOON MURDER CASE,WEITZ,2010,REQ,
1,9781319014230,HOW CHILDREN DEVELOP,SIEGLER,2017,REQ,
1,9780123977540,MEASURING DATA QUALITY FOR ONGOING IMPROVEMENT,SEBASTIAN-COLEMAN,N/A,REQ,
1,9780521198110,INTRODUCTION TO MECHANICS,KLEPPNER,2013,REQ,
,9780134403168,UNDERSTANDING GLOBAL CONFLICT & COOPERATION,NYE,2017,REQ,
2,9780691113869,PRINCETON LECTURES IN ANALYSIS III: REAL ANALYSIS,STEIN,2005,REQ,
1,9780520256422,PERSONAL IDENTITY,PERRY,2008,REQ,
0,9781108100342,INTRODUCTION TO QUANTUM MECHANICS,GRIFFITHS,N/A,REQ,
2,9780030839931,SOLID STATE PHYSICS,ASHCROFT,1976,REQ,
2,9780030839931,SOLID STATE PHYSICS,ASHCROFT,1976,REQ,
2,9784789014410,GENKI: (LVL 1)(WKBK)(W/CD),BANNO,2011,REQ,
0,9781506368887,PRACTICAL GUIDE FOR POLICY ANALYSIS (BK2019),BARDACH,2019,REQ,
0,9780393341089,THE 9/11 COMMISSION REPORT: THE ATTACK FROM PLANNING TO AFTERMATH (AUTHORIZED TEXT, SHORTER EDITION),ATTACKS,N/A,REQ,
1,9781337404198,ESSEN OF BUSINESS LAW,BEATTY,2019,REQ,
2,9780824821524,JAPANESE CULTURE,VARLEY,2000,REQ,
1,9780700622252,DISCREDITING THE RED SCARE,GOLDSTEIN,2016,REQ,
2,9784789014410,GENKI: (LVL 1)(WKBK)(W/CD),BANNO,2011,REQ,
2,9784789014403,GENKI 1 (W/CD),BANNO,2011,REQ,
2,9784789014403,GENKI 1 (W/CD),BANNO,2011,REQ,
0,9780521896979,MODERN ELECTRODYNAMICS,ZANGWILL,2013,REC,
1,9781612903439,LITTLE SAS BOOK: PRIMER,DELWICHE,2012,REC,
1,9781464155468,PSYCHOLOGY (W/OUT PSYCHPORTAL ACCESS CARD),SCHACTER,2017,CHC,
0,9781337670807,ESSENTIALS OF BUSINESS LAW,BEATTY,N/A,REQ,
0,9781107197893,MODERN GENERAL RELATIVITY,GUIDRY,2018,REQ,
1,9781935589679,GUIDE TO PROJECT MGMT BODY OF KNOWLEDGE,PMI,2013,REQ,
1,9780691175461,QUANTITATIVE SOCIAL SCIENCE: AN INTRODUCTION,IMAI,2017,REQ,
,9780824834401,INTEGRATED KOREAN: BEGINNING 1,CHO,2010,REQ,
1,9780824834500,INTEGRATED KOREAN WKBK: BEGINNING 1,PARK,2010,REQ,
2,9784789014410,GENKI: (LVL 1)(WKBK)(W/CD),BANNO,2011,REQ,
1,9780679772675,CIVIL ACTION,HARR,1996,REQ,
0,9780077418939,DISCRETE MATHEMATICS AND ITS APPLICATIONS,ROSEN,N/A,REC,
2,9780691129501,TRYING LEVIATHAN,BURNETT,N/A,REQ,
2,9784789014434,GENKI 2 (W/CD),BANNO,2011,REQ,
0,9780961392116,ENVISIONING INFORMATION,TUFTE,1990,REC,
1,9780521873420,STATISTICAL PHYSICS OF PARTICLES,KARDAR,2007,REQ,
0,9781933890388,PRACTICE STANDARD FOR PROJECT RISK MANAGEMENT,PMI,2009,REQ,
2,9781351401906,POLITICAL SCIENCE RESEARCH IN PRACTICE,MALICI,N/A,REQ,
1,9780470011898,VIBRATIONS & WAVES,KING,2008,REQ,
0,9780486448060,ALLEN & GREENOUGH'S NEW LATIN GRAMMAR,ALLEN,2006,REQ,
1,9781118147436,UNDERSTANDING EMOTIONS,OATLEY,2014,REQ,
1,9781107154834,INTRO TO COSMOLOGY,RYDEN,2016,REQ,
1,9781439879139,DATA GOVERNANCE,BHANSALI,2013,REQ,
1,9780300221497,MASTER PLAN,FISHMAN,2017,REQ,
0,9781317563754,MOLECULAR BIOLOGY OF THE CELL,ALBERTS,N/A,REQ,
1,9780073383095,DISCRETE MATHEMATICS & ITS APPL (W/OUT CONNECTPLUS),ROSEN,2012,REC,
0,9780134404998,UNDERSTANDING GLOBAL CONFLICT AND COOPERATION,NYE,N/A,REQ,
1,9780134482019,INTERNATIONAL POLITICS,ART,2017,REQ,
0,9780060923242,SWEET HEREAFTER,BANKS,1997,REQ,
1,9781118858417,THE VISUAL ORGANIZATION,SIMON,N/A,REQ,
1,9781590470237,SAS SYSTEM FOR LINEAR MODELS,LITTELL,2002,REC,
0,9781111835484,STATISTICAL METHODS FOR PSYCHOLOGY,HOWELL,2013,REC,
1,9781464109379,HEALTH PSYCHOLOGY,STRAUB,2013,REQ,
1,9781133109037,DIFFERENTIAL EQUATIONS (W/DE TOOLS ACCESS CODE),BLANCHARD,2011,REQ,
3,9780199572816,ON WHAT MATTERS (V2),PARFIT,2011,REQ,
0,9781555977887,HER BODY & OTHER PARTIES,MACHADO,2017,REQ,
